iteration,env_steps,episode_reward_mean,episode_reward_max,episode_reward_min,episode_len_mean,policy_0_reward_mean,policy_1_reward_mean,policy_2_reward_mean,policy_3_reward_mean,policy_4_reward_mean,policy_5_reward_mean
40,164000,14.231909999999997,25.441000000000003,8.078000000000001,127.1,4.4368300000000005,1.7500399999999998,3.0057600000000004,1.94125,1.72129,1.37674
41,168000,14.069780000000002,25.441000000000003,6.882999999999999,125.72,4.55191,1.65654,2.8952300000000006,1.8836100000000002,1.9344300000000003,1.14806
42,172000,13.84629,22.676,6.882999999999999,123.2,5.126030000000001,1.8670499999999999,2.0890900000000006,1.46732,2.2117099999999996,1.08509
43,176000,13.71058,22.251000000000005,6.882999999999999,119.69,5.1278,1.4908299999999999,1.9703400000000004,1.03587,2.46275,1.6229900000000002
44,180000,13.699469999999998,22.251000000000005,7.638999999999999,119.65,5.20318,1.4100500000000005,2.06821,0.96733,2.34238,1.7083200000000003
45,184000,13.73991,23.45399999999999,7.638999999999999,119.67,4.924200000000001,1.5761999999999998,2.78548,0.9850300000000002,1.73804,1.73096
46,188000,13.956640000000002,23.45399999999999,7.448999999999998,122.0,4.92031,1.9400999999999997,2.83885,1.23223,1.3735499999999998,1.6516
47,192000,14.241929999999998,23.45399999999999,7.448999999999998,121.93,4.52468,1.98301,2.95586,1.80366,1.8230600000000001,1.1516600000000001
48,196000,14.34642,23.03000000000001,7.448999999999998,120.75,3.7485000000000004,1.99459,2.7662400000000003,2.38682,2.1903300000000003,1.2599400000000003
49,200000,14.348159999999998,23.03000000000001,8.299000000000001,119.31,2.9384700000000006,2.0068,2.9468499999999995,2.5752800000000002,2.795760000000001,1.0850000000000002
50,204000,14.142999999999997,23.03000000000001,7.869999999999999,118.96,2.3707000000000003,1.8624000000000003,3.40353,2.4014500000000005,2.6529700000000003,1.4519499999999999
51,208000,13.78299,20.493999999999996,7.869999999999999,117.73,3.31204,1.22969,3.3693899999999997,1.8326500000000001,2.4785900000000005,1.5606300000000002
52,212000,13.66981,20.493999999999996,7.869999999999999,117.27,3.8720499999999998,1.3323600000000002,3.4123100000000006,1.52493,2.2008000000000005,1.32736
53,216000,13.671070000000002,21.126,8.089,115.17,3.8203300000000002,1.3244200000000004,3.230780000000001,1.41214,2.5601300000000005,1.3232700000000002
54,220000,14.082050000000002,21.126,8.089,115.5,3.2296500000000004,1.45081,3.1655900000000003,1.40798,3.73368,1.09434
55,224000,14.150979999999999,21.126,8.089,114.1,3.00768,1.6428600000000002,3.67527,1.27589,3.2930400000000004,1.25624
56,228000,14.01166,21.12000000000001,7.878999999999999,112.19,3.50193,1.7232900000000004,3.27451,1.4828400000000004,2.4438500000000003,1.58524
57,232000,13.831250000000002,21.12000000000001,7.266000000000002,111.3,4.01457,1.4531099999999995,3.2105800000000007,1.49975,2.03867,1.6145700000000003
58,236000,14.126720000000002,27.646000000000004,7.266000000000002,113.15,3.9187700000000003,1.05727,2.9722399999999998,1.9722000000000002,2.7012500000000013,1.5049900000000003
59,240000,14.82362,27.646000000000004,7.266000000000002,116.15,3.65535,1.2669,2.7112300000000005,2.04719,3.3998000000000004,1.74315
60,244000,15.044799999999999,27.646000000000004,9.258999999999999,117.24,3.15746,1.58337,2.6665699999999997,2.1563700000000003,3.0424599999999997,2.4385700000000003
61,248000,14.841550000000002,25.205,8.799000000000001,116.43,2.7687500000000007,2.1514800000000003,2.4207400000000003,2.4261600000000003,2.46423,2.6101900000000002
62,252000,14.546900000000003,20.628000000000004,8.799000000000001,115.7,2.9023100000000004,1.9573600000000002,2.6359399999999997,2.49242,2.44172,2.1171500000000005
63,256000,14.45366,22.125,7.5230000000000015,115.63,3.4248500000000006,1.68757,2.7665100000000007,2.4344900000000003,2.3961800000000006,1.7440600000000002
64,260000,14.34468,22.125,7.5230000000000015,115.57,3.32863,1.14433,2.9046999999999996,2.02182,2.5942100000000003,2.3509900000000004
65,264000,14.582340000000004,22.94100000000001,7.5230000000000015,116.13,3.6557899999999997,1.42414,2.30682,2.14251,2.474,2.5790800000000003
66,268000,14.40905,22.94100000000001,8.501000000000001,114.63,2.94964,2.25785,1.8404800000000003,2.01192,2.7397099999999996,2.60945
67,272000,14.47405,23.342999999999996,7.728000000000001,114.41,2.9224900000000007,2.8248099999999994,1.51065,2.3671399999999996,2.6139700000000006,2.2349900000000007
68,276000,14.053440000000002,23.342999999999996,7.728000000000001,112.47,2.893980000000001,2.41117,1.94114,2.0688600000000004,2.51075,2.2275400000000003
69,280000,14.108040000000003,23.342999999999996,8.349,112.89,3.25545,2.04179,1.7841100000000003,2.4455,2.48482,2.09637
70,284000,13.92154,21.418000000000003,9.317,112.0,3.507999999999999,1.7229899999999998,1.8620200000000002,2.5449599999999997,1.9959600000000004,2.2876100000000004
71,288000,13.974800000000002,20.82300000000001,6.678999999999999,113.66,3.8876600000000003,1.4463,1.6730300000000005,2.4297,2.49667,2.0414400000000006
72,292000,13.694730000000002,19.465,6.678999999999999,112.19,4.288910000000001,1.1079199999999998,2.1034200000000003,2.1395899999999997,2.44458,1.6103100000000004
73,296000,13.467100000000002,19.465,7.806,110.56,4.817330000000001,0.61667,2.4311200000000004,2.0655700000000006,2.46181,1.0746
74,300000,13.73399,24.616000000000003,8.742,111.79,5.43663,0.8698600000000001,2.8044899999999995,1.7981900000000002,1.7568199999999998,1.068
75,304000,13.726230000000001,24.616000000000003,8.742,113.16,5.9192399999999985,1.48167,1.94524,1.6225299999999998,1.67293,1.08462
76,308000,13.6382,24.616000000000003,7.167999999999999,113.22,5.79284,1.5574400000000004,1.35419,1.3651800000000003,2.0340800000000003,1.53447
77,312000,13.16295,19.690000000000005,7.167999999999999,110.6,5.125299999999999,1.6775499999999999,1.1533600000000002,1.5034600000000002,2.28282,1.4204600000000003
78,316000,13.218990000000002,22.231000000000012,7.167999999999999,109.66,5.038960000000001,0.9812100000000002,1.32141,1.7096400000000003,2.67,1.49777
79,320000,13.387180000000003,22.231000000000012,7.732000000000001,112.26,5.210540000000001,1.39717,1.31305,1.97141,2.58829,0.9067199999999996
80,324000,13.120649999999998,22.231000000000012,7.732000000000001,112.13,5.663010000000002,1.4458999999999997,1.33209,1.6680900000000003,2.5326900000000006,0.47887000000000013
81,328000,12.86048,20.674000000000007,7.778999999999998,110.03,5.7575,1.5847900000000004,1.4948800000000002,1.2754200000000002,2.0694000000000004,0.67849
82,332000,12.4783,22.775000000000006,7.327,106.02,6.238950000000001,1.81728,0.7765300000000002,1.3664600000000002,1.7778299999999998,0.50125
83,336000,12.168010000000002,22.775000000000006,7.237,104.73,6.25822,1.52087,0.88607,1.5792800000000002,1.6539100000000002,0.2696599999999999
84,340000,12.23174,22.85900000000001,7.237,105.93,6.12038,1.3794400000000002,0.7335100000000001,2.0044200000000005,2.03387,-0.03987999999999996
85,344000,12.49115,22.85900000000001,7.237,109.49,5.423959999999999,1.6006,0.92326,1.8444600000000002,2.28917,0.4097000000000001
86,348000,12.65929,22.85900000000001,7.324,109.44,5.66105,1.7162300000000001,0.7767100000000002,1.6848300000000003,2.115360000000001,0.7051100000000001
87,352000,12.509859999999998,19.290000000000006,7.34,107.84,5.588979999999999,1.2401400000000002,0.5468400000000001,1.9528200000000004,2.2239,0.9571800000000001
88,356000,12.254480000000001,19.290000000000006,7.779999999999999,105.76,4.54304,0.9884499999999999,0.72316,2.84027,2.7161500000000003,0.44341
89,360000,12.38163,20.90400000000001,7.542000000000002,108.55,4.0561,1.04628,0.80663,2.40416,3.70834,0.36012
90,364000,12.598400000000003,20.90400000000001,7.542000000000002,110.58,4.009,1.5013000000000005,1.1097299999999999,2.0054800000000004,3.31894,0.6539499999999999
91,368000,13.065700000000001,20.90400000000001,7.542000000000002,113.2,3.3599799999999997,2.03103,1.1058299999999999,1.9843799999999998,3.7864400000000007,0.7980399999999999
92,372000,12.856570000000001,19.64,7.435,112.15,2.6811800000000003,1.84462,1.19648,2.51286,3.95382,0.6676100000000001
93,376000,12.963730000000004,19.64,7.435,114.1,2.04023,1.51347,1.3802100000000002,2.81032,4.26632,0.9531800000000001
94,380000,12.796630000000002,19.291000000000007,7.435,115.01,1.8814200000000003,1.01113,1.3075100000000004,3.0809900000000012,4.60846,0.9071200000000004
95,384000,12.92927,19.291000000000007,7.648000000000001,117.97,1.8681400000000001,1.0538800000000001,1.6670000000000003,2.7250600000000005,4.43676,1.17843
96,388000,12.880440000000004,19.291000000000007,6.926000000000001,118.01,1.8781000000000003,1.0530499999999998,1.8806599999999998,2.71236,4.6793700000000005,0.6769000000000002
97,392000,13.105229999999997,21.574000000000012,6.926000000000001,118.31,2.4853400000000003,1.4314400000000003,1.8823600000000003,2.6209100000000007,3.5967599999999997,1.08842
98,396000,12.744380000000003,21.574000000000012,6.926000000000001,114.94,2.3516600000000003,0.9947100000000003,1.7998400000000003,3.3176199999999993,2.95383,1.3267200000000003
99,400000,13.157850000000002,21.574000000000012,7.336,116.44,2.3390700000000004,1.2139800000000003,1.76776,2.88359,2.64662,2.30683
