iteration,env_steps,episode_reward_mean,episode_reward_max,episode_reward_min,episode_len_mean,policy_0_reward_mean,policy_1_reward_mean,policy_2_reward_mean,policy_3_reward_mean,policy_4_reward_mean,policy_5_reward_mean
0,4000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,8000,96.89400000000029,96.89400000000029,96.89400000000029,2581.0,nan,nan,nan,nan,nan,nan
2,12000,96.89400000000029,96.89400000000029,96.89400000000029,2581.0,nan,nan,nan,nan,nan,nan
3,16000,107.65514285714292,280.68199999999973,21.569,2137.5714285714284,nan,nan,nan,nan,nan,nan
4,20000,78.72092857142859,280.68199999999973,12.681000000000003,1396.4285714285713,nan,nan,nan,nan,nan,nan
5,24000,64.48038095238098,280.68199999999973,12.681000000000003,1102.1904761904761,nan,nan,nan,nan,nan,nan
6,28000,59.073413793103455,280.68199999999973,12.681000000000003,946.8965517241379,nan,nan,nan,nan,nan,nan
7,32000,51.972897435897444,280.68199999999973,11.844999999999994,812.5641025641025,nan,nan,nan,nan,nan,nan
8,36000,49.90228260869566,280.68199999999973,11.844999999999994,763.2173913043479,nan,nan,nan,nan,nan,nan
9,40000,46.499438596491224,280.68199999999973,11.057999999999995,697.5438596491229,nan,nan,nan,nan,nan,nan
10,44000,43.212791044776104,280.68199999999973,11.057999999999995,647.7014925373135,nan,nan,nan,nan,nan,nan
11,48000,39.462358024691355,280.68199999999973,9.350999999999999,589.0493827160494,nan,nan,nan,nan,nan,nan
12,52000,37.9227032967033,280.68199999999973,9.350999999999999,564.8461538461538,nan,nan,nan,nan,nan,nan
13,56000,30.580409999999993,120.99499999999978,9.350999999999999,412.01,nan,nan,nan,nan,nan,nan
14,60000,26.530379999999994,120.99499999999978,8.169,357.54,nan,nan,nan,nan,nan,nan
15,64000,21.913549999999997,110.56499999999983,8.169,304.35,nan,nan,nan,nan,nan,nan
16,68000,19.94351,53.573,7.925999999999997,279.77,nan,nan,nan,nan,nan,nan
17,72000,18.578649999999996,53.573,7.565,256.63,nan,nan,nan,nan,nan,nan
18,76000,17.75905,47.245999999999974,7.565,240.24,nan,nan,nan,nan,nan,nan
19,80000,17.015169999999998,47.245999999999974,7.565,227.57,nan,nan,nan,nan,nan,nan
20,84000,16.350649999999998,47.245999999999974,7.565,214.86,nan,nan,nan,nan,nan,nan
21,88000,15.662650000000001,47.245999999999974,7.565,200.21,nan,nan,nan,nan,nan,nan
22,92000,14.888799999999996,29.415000000000003,7.998999999999998,184.8,nan,nan,nan,nan,nan,nan
23,96000,14.671699999999996,29.415000000000003,7.535,173.92,nan,nan,nan,nan,nan,nan
24,100000,14.53465,29.415000000000003,7.535,165.62,nan,nan,nan,nan,nan,nan
25,104000,14.116900000000001,24.687,7.535,153.81,nan,nan,nan,nan,nan,nan
26,108000,13.953949999999999,24.687,7.535,146.33,nan,nan,nan,nan,nan,nan
27,112000,13.921999999999999,26.17999999999999,7.229,139.81,nan,nan,nan,nan,nan,nan
28,116000,14.074449999999999,28.414000000000016,7.229,136.89,nan,nan,nan,nan,nan,nan
29,120000,13.602650000000004,28.414000000000016,7.06,130.94,nan,nan,nan,nan,nan,nan
30,124000,13.652950000000002,28.414000000000016,7.06,128.39,nan,nan,nan,nan,nan,nan
31,128000,13.406500000000003,21.678000000000008,7.06,125.17,nan,nan,nan,nan,nan,nan
32,132000,13.49116,21.678000000000008,7.8279999999999985,124.89,nan,nan,nan,nan,nan,nan
33,136000,13.048700000000002,21.410000000000004,8.302999999999999,119.62,nan,nan,nan,nan,nan,nan
34,140000,12.93281,21.410000000000004,8.302999999999999,117.47,nan,nan,nan,nan,nan,nan
35,144000,12.808060000000001,19.357,8.107000000000001,115.33,nan,nan,nan,nan,nan,nan
36,148000,12.964510000000002,19.379,7.148,117.21,nan,nan,nan,nan,nan,nan
37,152000,12.864790000000001,19.379,7.148,116.84,nan,nan,nan,nan,nan,nan
38,156000,13.41038,19.379,7.148,121.53,nan,nan,nan,nan,nan,nan
39,160000,13.257579999999997,18.930000000000007,8.122000000000002,119.54,nan,nan,nan,nan,nan,nan
40,164000,13.34341,19.168000000000003,7.952000000000001,117.87,nan,nan,nan,nan,nan,nan
41,168000,12.992810000000002,19.168000000000003,7.952000000000001,114.62,nan,nan,nan,nan,nan,nan
42,172000,12.899620000000002,17.806000000000004,7.175000000000001,114.4,nan,nan,nan,nan,nan,nan
43,176000,13.08481,17.927000000000003,6.968999999999999,114.03,nan,nan,nan,nan,nan,nan
44,180000,13.084499999999998,17.927000000000003,6.968999999999999,112.75,nan,nan,nan,nan,nan,nan
45,184000,12.72061,17.513,6.968999999999999,110.71,nan,nan,nan,nan,nan,nan
46,188000,12.97793,19.838000000000005,8.216999999999999,111.97,nan,nan,nan,nan,nan,nan
47,192000,13.000799999999996,19.838000000000005,6.889,110.66,nan,nan,nan,nan,nan,nan
48,196000,12.975680000000002,19.838000000000005,6.889,110.05,nan,nan,nan,nan,nan,nan
49,200000,12.876520000000003,17.992,6.889,109.22,nan,nan,nan,nan,nan,nan
50,204000,12.506900000000003,17.310000000000002,7.857,107.39,nan,nan,nan,nan,nan,nan
51,208000,12.37744,17.538,7.857,105.8,nan,nan,nan,nan,nan,nan
52,212000,12.278760000000002,17.538,7.0040000000000004,104.73,nan,nan,nan,nan,nan,nan
53,216000,12.364429999999997,18.232000000000006,7.0040000000000004,106.12,nan,nan,nan,nan,nan,nan
54,220000,12.523900000000001,18.403000000000002,7.0040000000000004,108.05,nan,nan,nan,nan,nan,nan
55,224000,12.62335,18.403000000000002,7.352000000000001,108.56,nan,nan,nan,nan,nan,nan
56,228000,12.649790000000001,18.403000000000002,7.391,107.6,nan,nan,nan,nan,nan,nan
57,232000,12.494850000000001,17.657000000000004,7.38,106.11,nan,nan,nan,nan,nan,nan
58,236000,12.463880000000001,18.16200000000001,6.811000000000002,105.14,nan,nan,nan,nan,nan,nan
59,240000,12.41608,18.16200000000001,6.811000000000002,104.56,nan,nan,nan,nan,nan,nan
60,244000,12.672589999999998,18.422,6.811000000000002,106.17,nan,nan,nan,nan,nan,nan
61,248000,12.42219,18.422,7.548999999999998,106.09,nan,nan,nan,nan,nan,nan
62,252000,12.215659999999998,18.422,7.548999999999998,105.79,nan,nan,nan,nan,nan,nan
63,256000,12.022990000000002,17.488000000000003,7.015999999999999,104.88,nan,nan,nan,nan,nan,nan
64,260000,12.03484,18.555,7.015999999999999,105.5,nan,nan,nan,nan,nan,nan
65,264000,11.62929,18.555,7.1640000000000015,102.42,nan,nan,nan,nan,nan,nan
66,268000,11.810319999999999,18.555,7.243,102.9,nan,nan,nan,nan,nan,nan
