iteration,env_steps,episode_reward_mean,episode_reward_max,episode_reward_min,episode_len_mean,policy_0_reward_mean,policy_1_reward_mean,policy_2_reward_mean,policy_3_reward_mean,policy_4_reward_mean,policy_5_reward_mean
0,4000,42.68000000000013,42.68000000000013,42.68000000000013,1621.0,16.95600000000001,3.3180000000000054,2.2240000000000055,4.019999999999999,5.668999999999999,10.493000000000006
1,8000,61.56666666666672,90.40299999999996,42.68000000000013,1908.0,11.807333333333327,7.924666666666663,6.57566666666667,11.513666666666646,14.678666666666656,9.066666666666665
2,12000,66.53600000000017,90.40299999999996,42.68000000000013,2081.2,12.354999999999999,9.760200000000003,7.428200000000007,13.096399999999985,12.681199999999995,11.21499999999999
3,16000,65.93083333333352,90.40299999999996,42.68000000000013,2113.5,11.392333333333333,10.351500000000001,8.141000000000007,12.411666666666656,12.632833333333332,11.001499999999991
4,20000,70.74200000000013,112.02400000000013,31.807000000000023,1998.6666666666667,11.351000000000003,10.982666666666677,10.182666666666679,14.452777777777774,11.754111111111113,12.018777777777776
5,24000,73.28808333333339,161.83899999999934,31.807000000000023,1830.3333333333333,10.640333333333338,10.69300000000001,12.685666666666677,15.64883333333333,11.49,12.130250000000002
6,28000,81.59621428571434,173.2670000000002,31.807000000000023,1839.857142857143,11.915357142857152,11.909285714285721,13.38357142857144,18.968500000000002,12.863714285714286,12.555785714285717
7,32000,81.8431666666667,173.2670000000002,29.86000000000002,1737.8333333333333,12.00350000000001,11.656500000000003,12.052055555555564,20.599222222222224,13.091833333333337,12.440055555555556
8,36000,74.60854166666668,173.2670000000002,29.826000000000047,1477.0833333333333,11.416416666666672,10.193333333333337,10.781458333333342,19.163999999999998,11.867916666666671,11.185416666666669
9,40000,73.51303448275864,173.2670000000002,28.463,1367.1724137931035,11.255586206896556,9.645379310344833,11.16493103448277,18.792413793103446,11.714000000000002,10.940724137931037
10,44000,70.393,173.2670000000002,19.884999999999994,1267.2058823529412,11.100411764705889,9.304147058823533,10.339235294117655,17.851235294117643,11.013235294117651,10.784735294117649
11,48000,63.79885714285716,173.2670000000002,12.096,1128.452380952381,10.171119047619053,8.997500000000002,9.166071428571433,16.36223809523809,9.102500000000004,9.999428571428574
12,52000,62.504478260869575,173.2670000000002,12.096,1093.695652173913,9.720282608695657,8.924956521739134,8.87947826086957,16.756630434782604,8.591260869565222,9.631869565217395
13,56000,60.57460377358491,173.2670000000002,12.096,1040.5094339622642,9.214754716981137,8.701962264150946,8.339698113207552,16.8008679245283,7.893358490566041,9.623962264150945
14,60000,58.11365573770492,173.2670000000002,12.096,981.983606557377,8.669459016393448,8.257393442622954,8.059327868852465,16.815655737704915,7.243901639344266,9.067918032786885
15,64000,57.04157575757576,173.2670000000002,12.096,958.3333333333334,8.225878787878791,8.086984848484851,7.737136363636367,17.233727272727272,7.005318181818184,8.752530303030303
16,68000,55.57805555555555,173.2670000000002,12.096,932.6527777777778,7.748263888888894,7.86315277777778,7.276069444444449,17.733999999999998,6.654847222222226,8.301722222222224
17,72000,53.55114102564103,173.2670000000002,12.096,898.0769230769231,7.55162820512821,7.339987179487184,6.788935897435901,17.670102564102564,6.350038461538465,7.850448717948718
18,76000,51.79555172413794,173.2670000000002,12.096,864.551724137931,7.2825632183908064,6.780149425287358,6.531356321839084,17.908873563218393,5.923804597701152,7.3688045977011525
19,80000,51.51144565217392,173.2670000000002,12.096,864.9565217391304,7.212913043478263,6.614771739130435,6.392391304347828,18.417119565217394,5.78121739130435,7.093032608695654
20,84000,50.315224489795916,173.2670000000002,11.26199999999999,849.0204081632653,6.923010204081634,6.356663265306125,6.072275510204085,18.541367346938777,5.574306122448981,6.847602040816329
21,88000,46.75377,173.2670000000002,11.26199999999999,728.46,6.152670000000001,5.588600000000001,5.416410000000004,18.807239999999997,4.8350500000000025,5.953800000000001
22,92000,41.99419000000001,152.356,10.861999999999998,648.61,5.5648300000000015,4.7916300000000005,4.200680000000003,18.40843,3.9510600000000022,5.077560000000002
23,96000,39.91834,152.356,10.861999999999998,617.02,5.011910000000001,4.432410000000001,3.8786400000000016,18.66131,3.4543500000000016,4.479720000000001
24,100000,37.156710000000004,152.356,10.600999999999997,595.73,4.475500000000002,4.10123,3.2044200000000007,18.685170000000003,2.6847600000000016,4.00563
25,104000,36.14448000000001,152.356,10.600999999999997,584.41,3.9278300000000006,3.5981100000000015,2.828340000000001,19.52319,2.459980000000001,3.807030000000001
26,108000,33.10426000000001,152.356,10.600999999999997,551.84,4.089050000000001,2.8168100000000003,2.2696400000000008,18.779700000000002,2.2503200000000008,2.8987400000000014
27,112000,31.370750000000008,152.356,10.600999999999997,536.62,3.7010300000000016,2.475480000000001,1.983660000000001,18.77588,2.1275100000000013,2.307190000000001
28,116000,30.18859000000002,152.356,10.600999999999997,521.62,3.785490000000002,2.2736500000000013,1.5529000000000008,18.39553,2.066810000000001,2.114210000000001
